Planner Group,Equipment Category,Object type,Catalog Profile Code,Catalog Profile,Equipment,Tag Number,Equipment Desc.,Description,Notification Date,Breakdown Duration,Name of Work Center,Cost Center,Cost Center Desc,Order,Notification,ABC Indicator,Breakdown Indicator,Object Part,Problem or Damage,Cause,Activity
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000363,CH0150013,15TON LM-EOC[생1)강재치장 S3(남2)],정전보상용 BATTERY 점검작업(S3-15TON LMEOC),2018-01-19T00:00:00.000,2,태진 크레인정비 1반,D6023500,가공부,10000362799,10397840,A,Yes,,,,
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000630,AI011001019,승강용 리프트 (19호),리프트 1층에 멈춤 상태,2018-01-22T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,공사지원1부,10000362892,10398037,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001293,AA0010001318,PLS 사-57호기,[돌발]사곡PLS-57 절단 PROGRAM 전송이상.,2018-01-22T00:00:00.000,9,기계지원부 기계정비2직 2반,D6023960,선실2부,10000362985,10397991,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001293,AA0010001318,PLS 사-57호기,[돌발]사곡PLS-57 절단 PROGRAM전송이상,2018-01-22T00:00:00.000,9,기계지원부 기계정비2직 2반,D6023960,선실2부,10000362986,10397992,A,Yes,,,,
MCB,기계설비,절단설비,6D01,절단장비,2300000061,RCAR003,형강절단로봇;생2-2,[돌발]형강로봇2-2 LVS에러발생,2018-01-22T00:00:00.000,8.5,기계지원부 기계정비2직 2반,D6023500,가공부,10000362990,10397996,A,Yes,,,,
MCB,기계설비,절단설비,6D01,절단장비,2300000060,RCAR002,형강절단로봇;생2-1,[돌발]형강로봇2-1 메이져링 부재감지센스 파손,2018-01-22T00:00:00.000,8.5,기계지원부 기계정비2직 2반,D6023500,가공부,10000362991,10397997,A,Yes,,,,
MCB,용접기,용접장비,WA05,대복관용접장비,2200000059,AG0170001007,대복관용접장비(생3)-5호기,[돌발]대복관 용접장비3-5호기 터닝부 과부하 발생,2018-01-22T00:00:00.000,9,기계지원부 기계정비2직 2반,D6024060,조립3부,10000362992,10397998,B,Yes,,,,
MCB,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000112,ALA030001018,PLS DUST COLLECTOR 사-57호기,[돌발]PLS사-57호기 토치홀더 센스 불능,2018-01-22T00:00:00.000,4,기계지원부 기계정비2직 2반,D6023960,선실부,10000362996,10398022,B,Yes,,,,
MDA,중장비,건설기계,BB01,CRAWLER CRANE,1100000006,BA2258509,200TON CRAWLER CRANE (경남07-8509)(매각),C/C 200T 8509호 검사준비작업,2018-01-23T00:00:00.000,2,중기운영부 중기정비반,D6022440,중기운영부,10000363040,10398059,A,Yes,,,,
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000630,AI011001019,승강용 리프트 (19호),비상정지 S/W 작동으로 중간에 멈춤,2018-01-22T00:00:00.000,0.33,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000363053,10398064,B,Yes,,,,
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000630,AI011001019,승강용 리프트 (19호),1층 정지 SENSOR 소손,2018-01-22T00:00:00.000,3.67,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000363055,10398066,B,Yes,,,,
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000676,AI011001066,승강용 리프트 (66호),1층 도어 닫힘 불량,2018-01-23T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000363099,10398135,B,Yes,,,,
MCA,기계설비,기계설비 기타,MZ13,대차,1700008029,AF0140011009,복합대차 75TON(1호) 2-DOCK,MODE 선택시 CONTROL OFF 발생,2018-01-23T00:00:00.000,1,기계지원부 기계정비1직 3반,D6023810,선장부,10000363229,10398174,B,Yes,,,,
MCA,기계설비,기계설비 기타,MZ13,대차,1700008033,AF0140013002,100TON RUDDER 대차(2호) 3-DOCK,"대차 3,4번 MAIN RAM 작동불량",2018-01-23T00:00:00.000,4,기계지원부 기계정비1직 3반,D6023930,기계의장부,10000363262,10398187,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001277,AA0010001301,PLS 생2-41호기,[돌발] PLS2-41 절담면 덧살 발생,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363271,10398215,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001284,AA0010001308,PLS 생2-32호기,[돌발] PLS2-32 POSITION 센서 작동 불량,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363273,10398217,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001291,AA0010001316,형강)PLS2-01호,"[돌발] 형PLS2-1 2번 플라즈마 알람,LOWER LIMIT알람",2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363274,10398218,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 #3번 파워소스 교체분 보수,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363275,10398219,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001281,AA0010001305,PLS 생2-22호기,[돌발] PLS2-22 C축 제로 리턴시 무제한회전,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363281,10398225,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001285,AA0010001309,PLS 생2-33호기,[돌발] PLS2-33 절단중 떨림발생,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363283,10398227,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001280,AA0010001304,PLS 생2-21호기,[돌발] PLS2-21 AIR SENSOR 고정 PIN 충돌파손,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363284,10398228,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 NC FAN MOTOR ALARM,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363286,10398230,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700013797,AA0010001311,PLS 생2-44호기,[돌발] PLT2-41 위치 오차과대 SERVO 알람발생,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363288,10398232,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001279,AA0010001303,PLS 생2-43호기,[돌발] PLS2-43 HEIGHT ALARM 해제안됨,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363289,10398233,B,Yes,,,,
MCB,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000106,ALA030001011,PLS DUST COLLECTOR 생2-44호기,[돌발] DUST PLT2-41 집진기 흡입 불량,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363291,10398235,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700013797,AA0010001311,PLS 생2-44호기,[돌발] PLT2-41 PLASMA NOT READY,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363296,10398240,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001285,AA0010001309,PLS 생2-33호기,[돌발] PLS2-33 POSITION SENSOR 작동불량,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363301,10398245,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001284,AA0010001308,PLS 생2-32호기,[돌발] PLS2-32 POSITION SENSOR 작동불량,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363302,10398246,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001281,AA0010001305,PLS 생2-22호기,[돌발] PLS2-22 BEVEL ZERO RETURN 불량,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363303,10398247,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 4번TORCH BEVEL 각도 오동작,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363305,10398249,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001278,AA0010001302,PLS 생2-42호기,[돌발] PLS2-42 DNC NETWORK 불량,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363308,10398282,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001282,AA0010001306,PLS 생2-23호기,[돌발] PLS2-23 파워소스전원GATE부 SCR 소손,2018-01-23T00:00:00.000,5,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363310,10398284,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001284,AA0010001308,PLS 생2-32호기,[돌발] PLS2-32 POSITON AIR SENSING 불량,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363313,10398287,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001285,AA0010001309,PLS 생2-33호기,[돌발] PLS2-33 PLASMA ARC 불량,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363314,10398288,B,Yes,,,,
MCB,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000104,ALA030001009,DUST COLLECTOR 생2-33호기,[돌발] DUST2-33 DIAPHRAGM 펄싱 작동불량,2018-01-23T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363315,10398289,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001291,AA0010001316,형강)PLS2-01호,[돌발] 형PLS2-1 #2번 파워소스 트립,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363316,10398300,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001289,AA0010001313,성형)PLS2-01호,[돌발] 성PLS2-1 #2번 CARRIAGE UP 작동불량,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363319,10398301,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001283,AA0010001307,PLS 생2-31호기,[돌발] PLS2-31 TORCH HEAD 하부누수,2018-01-23T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363361,10398305,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001282,AA0010001306,PLS 생2-23호기,[돌발] PLS2-23 파워소스 전원투입시 NFB 트립,2018-01-23T00:00:00.000,15,기계지원부 기계정비2직 2반,D6023500,가공부,10000363363,10398307,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001282,AA0010001306,PLS 생2-23호기,[돌발] PLS2-23 POWER SOURCE 전체 교체,2018-01-23T00:00:00.000,7,기계지원부 기계정비2직 2반,D6023500,가공부,10000363364,10398308,B,Yes,,,,
MDA,중장비,특수차,BE01,FIRE TRUCK(소방차),1100000439,BH0163806,16TON 소방차 (83더3806),소방차 3806호 시동불량 수리작업,2018-01-24T00:00:00.000,1,중기운영부 중기정비반,D6022590,안전환경팀(안전운영1),10000363902,10398360,B,Yes,,,,
MCB,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000108,ALA030001013,PLS DUST COLLECTOR 성형 생2-1호기,[돌발] DUST성PLS2-1 살수장치 물파이프 스트레이너 동파,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363940,10398396,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 후면부 핸드레일 크레인 충돌,2018-01-24T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363943,10398399,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001289,AA0010001313,성형)PLS2-01호,"[돌발] 성PLS2-1 SERVO ALARM,DNC화면출력불량",2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363945,10398411,A,Yes,,,,
MCB,기계설비,절단설비,MC02,NC GAS CUTTING M/C,1700001312,AA0040001302,형강)FLAME PLANNER BUILD-UP 2-02호 (매각),[돌발] 형F/P2-2 AVR 전원 인가 불량,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363947,10398413,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,"[돌발]PLP2-1 #1,2 POWER SOURCE TRIP",2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363950,10398416,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001283,AA0010001307,PLS 생2-31호기,[돌발] PLS2-31 절단면 헌팅발생,2018-01-24T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000363953,10398419,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700013797,AA0010001311,PLS 생2-44호기,[돌발] PLT2-41 마그네틱 홀더 텐탈 S/W 케이블 이탈,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363958,10398424,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001280,AA0010001304,PLS 생2-21호기,[돌발] PLS2-21 TOUCH ALARM,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363960,10398426,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001289,AA0010001313,성형)PLS2-01호,[돌발] 성PLS2-1 #1번 TORCH UP/DOWN 속도 저하,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363968,10398444,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001292,AA0010001317,PLS 생2-52호기,[돌발] PLS2-52 CHILLER ALARM,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363969,10398445,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001279,AA0010001303,PLS 생2-43호기,[돌발] PLS2-43 MARKING 자동점화장치 점화불량,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363970,10398446,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 후방 모니터작동불량,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000363972,10398448,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001281,AA0010001305,PLS 생2-22호기,[돌발] PLS2-22 POWER SOURCE READY 안됨,2018-01-24T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000363977,10398453,B,Yes,,,,
MCB,기계설비,절단설비,6D01,절단장비,2300000061,RCAR003,형강절단로봇;생2-2,[돌발] 형로봇2-2 아웃 콘베어 라인 조작반 에러,2018-01-24T00:00:00.000,9,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364022,10398389,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001275,AA0010001018,PLS 생3-12호기,[돌발] PLS3-12 케리지 상부 레귤레타 에어 누설,2018-01-24T00:00:00.000,4,기계지원부 기계정비2직 2반,D6024070,해)가공부,10000364032,10398489,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001276,AA0010001019,PLS 생3-21호기,[돌발] PLS3-21 주행 마킹시 +3mm 오차발생,2018-01-24T00:00:00.000,2,기계지원부 기계정비2직 2반,D6024070,해)가공부,10000364034,10398491,A,Yes,,,,
MCB,기계설비,절단설비,MC02,NC GAS CUTTING M/C,1700001299,AA0020001301,NC-GAS 생2-31호기,[돌발] NCG2-31 #2번 부재냉각용 LINE 막힘,2018-01-24T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364040,10398511,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001281,AA0010001305,PLS 생2-22호기,[돌발] PLS2-22 X축 길이 +3mm오차 발생,2018-01-24T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000364041,10398512,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001280,AA0010001304,PLS 생2-21호기,[돌발] PLS2-21 POSITION SENSOR 작동불량,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000364042,10398513,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 #3번 TORCH ARC 발생 불량,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364043,10398514,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001290,AA0010001314,PLS 생2-51호기,[돌발] PLS2-51 TOUCH ALARM 발생,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000364049,10398520,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001282,AA0010001306,PLS 생2-23호기,[돌발] PLS2-23 절단 정도 불량,2018-01-24T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364051,10398522,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001289,AA0010001313,성형)PLS2-01호,[돌발] 성PLS2-1 #1번 TORCH ARC 불량,2018-01-25T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공부,10000364084,10398538,A,Yes,,,,
MCB,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000099,ALA030001004,DUST COLLECTOR 생2-21호기,[돌발] DUST2-21 집진기 상부 FUME 날림,2018-01-25T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000364085,10398539,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700013797,AA0010001311,PLS 생2-44호기,[돌발] PLT2-41 SERVO ALARM SV410 A축 발생,2018-01-25T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000364086,10398540,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001280,AA0010001304,PLS 생2-21호기,[돌발] PLS2-21 BEVE LINK 복귀불량,2018-01-25T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364091,10398547,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001283,AA0010001307,PLS 생2-31호기,"[돌발] PLS2-31 센서링,MARKUNG HOLDER와 충돌",2018-01-25T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000364093,10398549,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001288,AA0010001312,PLP 생2-1호기,[돌발] PLP2-1 #3번 POWER SOURCE TRIP,2018-01-25T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364094,10398550,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001279,AA0010001303,PLS 생2-43호기,[돌발] PLS2-43 PLASMA ARC 발생 불량,2018-01-25T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364095,10398551,B,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001277,AA0010001301,PLS 생2-41호기,[돌발] PLS2-41 BEVE LINK 복귀불량,2018-01-25T00:00:00.000,2,기계지원부 기계정비2직 2반,D6023500,가공1부,10000364097,10398552,A,Yes,,,,
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001278,AA0010001302,PLS 생2-42호기,[돌발] PLS2-42  실부재 X축 정도 오차 발생,2018-01-25T00:00:00.000,1,기계지원부 기계정비2직 2반,D6023500,가공부,10000364100,10398554,B,Yes,,,,
MCB,기계설비,절단설비,MC02,NC GAS CUTTING M/C,1700001313,AA0050001002,NC-GAS 생3-21호기,"[돌발] NCG3-21 장비레귤레타 에어,산소 누설",2018-01-25T00:00:00.000,2,기계지원부 기계정비2직 2반,D6024070,가공3부,10000364124,10398558,B,Yes,,,,
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000327,CG0450008,45TON LLC[생1)1B안벽(22호)],LUFFING 비상B/K이상으로점검실시,2018-01-29T00:00:00.000,1,기계지원부 기계정비1직 1반,D6023740,건조1부,10000364491,10398874,A,Yes,,,,
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000086,CA2000002,200TON EOC[생2)조립공장 53-Bay(53-2)],200TON EOC(53-2)2번 호이스트 로드셀 이상 보수,2018-01-29T00:00:00.000,4,태진 크레인정비 2반,D6023550,판넬조립부,10000364624,10398988,A,Yes,,,,
