Planner Group,Equipment Category,Object type,Catalog Profile Code,Catalog Profile,Equipment,Tag Number,Equipment Desc.,Description,Notification Date,Breakdown Duration,Name of Work Center,Cost Center,Cost Center Desc,Order,Notification,ABC Indicator,Breakdown Indicator,Object Part,Problem or Damage,Cause,Activity
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000034,CA0300018,30TON EOC[생3)B2-Shop],30TON EOC B2-SHOP 리모컨 작동 불량,2025-09-10T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000900842,10861331,B,Yes,권상부,이상,기타,교체
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000456,CK2.80017,"2.8TON OHH[생3)기자재-Shop(동,17호)]",2.8TON OHH 동 파이프샵 호이스트 하강만 작동됨,2025-09-10T00:00:00.000,1,삼영 크레인정비 3반,D6023640,해)선행의장부,10000900846,10861335,C,Yes,권상부,기타,노후,교체
MCA,크레인,OVERHEAD 크레인,AB04,SUSPENSION HOIST,1000000787,CM2.80028,2.8TON SUS/H[생3)A3-Area(동3호)],2.8TON SUS/H 동 해양A3-Area 호이스트 업 불능,2025-09-10T00:00:00.000,1,삼영 크레인정비 1반,D6024050,해)조립부,10000900849,10861338,C,Yes,권상부,이상,기타,기타
MCA,장치,냉난방기,DE05,제습기,1900015016,,제습기 15000CMH (P/C+D/H+A/C)_37,제습기 1900015016 #2-4 선행도장부(3DK 도장)작동불량 보수,2025-09-10T00:00:00.000,1,삼영 이동장비반,D6029150,선행도장부,10000900858,10861348,C,Yes,송풍기,고착,노후,기타
MCA,기계설비,팬,MF07,BLOWER,1700009347,AK0070050002,식당 환기 BLOWER (E식당)_2,식당 배기 BLOWER F식당 3층 MOTOR 소손,2025-09-10T00:00:00.000,2,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900860,10861371,D,Yes,모터부,누전,노후,점검
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000049,CA0400009,40TON EOC[생2)조립공장 55-Bay(55-2)],"[작업의뢰] 40TON EOC 횡행 1,2번 작동 불량",2025-09-11T00:00:00.000,1,삼영 크레인정비 2반,D6023510,조립부,10000900879,10861467,B,Yes,횡행부,이상,기타,교체
MCA,기계설비,팬,MF06,제트 팬,1700017836,,JET FAN 600Φ_ 2751,기타)POWER JET FAN 1700012070 선행의장부 3I 보수,2025-09-10T00:00:00.000,1,삼영 이동장비반,D602A900,창원생산부,10000900882,10861373,D,Yes,전원부,절단,관리불량,기타
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000654,CS6000001,600TON GOLIATH[생1)2도크(6호)],크레인 작동불가,2025-09-11T00:00:00.000,9,기계인프라부크레인보전직크레인보전1반,D602A300,전략생산팀(건조그룹),10000900923,10861412,A,Yes,조작PANEL부,기타,결함,교체
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700009311,AK0050050002,냉동고 (지원관)_2,냉동실 1700009311 지원관2층 온도이상 점검 보수,2025-09-11T00:00:00.000,2,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900927,10861414,,Yes,냉동실,기타,기타,점검
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000810,,음식보냉고 (E 식당)_2,보냉고 D식당 온도이상 점검 보수,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900928,10861415,,Yes,냉장고,기타,노후,보충
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700001084,,조리기구소독기 (가로지2 식당),소독고(칼도마)1700001084 가로지2식당 핸들보수,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900930,10861417,,Yes,소독고,파손,관리불량,교체
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000298,,고무장갑소독기 (가로지2 식당)_2,소독고(고무장갑)1700000298 가로지2식당 보수,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900931,10861418,,Yes,소독고,기타,노후,교체
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000297,,고무장갑소독기 (가로지2 식당)_1,소독고(고무장갑)1700000297 가로지2식당 보수,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900932,10861419,,Yes,소독고,기타,노후,교체
MCA,장치,냉난방기,DE06,스포트 쿨러,1900021808,,호흡용 AIR COOLER(생2 BL1-2층) No-08,호흡용 AIRCOOLER 3DK #1-2 1900021808 배관 누설,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6029150,선행도장부,10000900933,10861480,D,Yes,냉동기,누설,기타,기타
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000367,,냉장실 (귤도 식당)_3,냉장실 F식당 3층 비상벨스위치 교체,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900936,10861483,,Yes,냉장실,오염,노후,교체
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700018651,,워크인냉동실 (G 식당),냉동실 1700018651 G식당 비상벨 교체,2025-09-11T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000900937,10861484,,Yes,냉동실,오염,노후,교체
MCA,기계설비,팬,MF06,제트 팬,1700017218,,JET FAN 600Φ_,(작업의뢰)기타)제트팬 AF0040021533 해)생산팀 보수,2025-09-11T00:00:00.000,1,삼영 이동장비반,D602A200,전략생산팀(가공그룹),10000900938,10861485,D,Yes,모터,누전,노후,기타
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000392,CH0300007,30TON LM-EOC[생2)강재치장 11-2],[작업의뢰]30TON LMEOC 확장 빔 기어 이탈,2025-09-11T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000901010,10861498,A,Yes,권상부,기타,기타,보완
MCA,크레인,GANTRY 크레인,AC03,GANTRY HOIST(G.H),1000000109,CC0100004,10TON GH[생2)3J-Area(3J-1)],[작업의뢰] 10TON GH 주행 체인 이탈,2025-09-11T00:00:00.000,2.5,삼영 크레인정비 2반,D6023630,선행의장부,10000901012,10861500,C,Yes,주행부,파손,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000358,CH0150007,15TON LM-EOC[생1)선체공장 0-Bay(이설)],15TON LM-EOC 0-Bay 1호기 3번 마그포트 OFF 불능,2025-09-11T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901030,10861537,A,Yes,권상부,이상,기타,교체
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000425,CK0050029,5TON OHH[생1)강재치장(S1-Shelter남29호)],5TON OHH S1-AREA 남29호 호이스트 작동불가,2025-09-11T00:00:00.000,2,삼영 크레인정비 1반,D602A500,전략생산팀(의장그룹),10000901034,10861541,B,Yes,권상부,이상,기타,조정
MCA,크레인,GANTRY 크레인,AC03,GANTRY HOIST(G.H),1000000097,CC0020001,2TON GH[생1)용백기업 정비고],2TON GH 중장비고 남쪽 횡행 동작 이상,2025-09-11T00:00:00.000,2,삼영 크레인정비 1반,D6022440,중기인프라부,10000901035,10861542,D,Yes,횡행부,이상,단선,결선
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000427,CK0050031,5TON OHH[생1)관공장],5TON OHH 여객선공장 북 리모컨 꺼짐 현상 발생,2025-09-11T00:00:00.000,1,삼영 크레인정비 1반,D6023630,선행의장부,10000901037,10861544,C,Yes,권상부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000349,CH0100002,10TON LM-EOC[생1)선체공장 N0-Bay(북)],10TON LM-EOC 0-Bay 주행 불능,2025-09-11T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901038,10861545,B,Yes,주행부,이상,기타,교체
MCA,기계설비,셀터 및 도어 구동장치,MJ02,쉘터 구동장치,1700009983,SAF0010008,쉘터 구동장치 C(M33),쉘터 북 C Area 작동불능,2025-09-11T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901039,10861546,C,Yes,구동부,이상,기타,기타
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000096,CB1000001,100TON GC[생3)A3-Area(1호)],100TON GC A3-Area 로드쉘 임시 상향 요청건,2025-09-11T00:00:00.000,1,삼영 크레인정비 1반,D6024050,해)조립부,10000901042,10861549,B,Yes,권상부,기타,기타,복귀
MCA,기계설비,셀터 및 도어 구동장치,MJ02,쉘터 구동장치,1700009983,SAF0010008,쉘터 구동장치 C(M33),쉘터 북 C Area 작동불능,2025-09-11T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901044,10861551,C,Yes,구동부,이상,기타,기타
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000456,CK2.80017,"2.8TON OHH[생3)기자재-Shop(동,17호)]",2.8TON OHH 동 파이프샵 동쪽 방향 주행시 간헐적 작동불량,2025-09-11T00:00:00.000,1,삼영 크레인정비 3반,D6023640,해)선행의장부,10000901053,10861580,C,Yes,주행부,이상,기타,조정
MCA,기계설비,LIFTING M/C,MI02,BLOCK LIFT,1700001758,AD0113001312,BLOCK LIFT (300TON)_(3-3-12),300TON BLOCK LIFT(300-16) 간헐적 작동불량,2025-09-11T00:00:00.000,1.5,삼영 크레인정비 3반,D6024100,해)구조부,10000901061,10861588,D,Yes,구동부,이상,기타,결선
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100001062,BL2320002,32M DOCK MASTER 2-02호,직2-02 펜밸트 불량,2025-09-12T00:00:00.000,2,중기인프라부정비직중기정비반,D6023670,신한내건조부,10000901111,10861628,C,Yes,부가장치(ATTACHMENT),마모,수명노화,교체
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100000803,BL0200024,19M DOCK MASTER 1-135호,고소차 1-135호 소화지 함 파손,2025-09-12T00:00:00.000,0,중기인프라부정비직고소차1반,D6023900,도장부,10000901113,10861790,C,Yes,부가장치(ATTACHMENT),파손,수명노화,교체
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100001332,,32M DOCK MASTER 1-165호,직1-165 주행불량,2025-09-12T00:00:00.000,1.5,중기인프라부정비직중기정비반,D6023670,신한내건조부,10000901114,10861791,C,Yes,유공압(PNEUMATIC/HYDRAULIC),작동불량,부품 성능 불량,교체
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100001016,BL0380003,38M DOCK MASTER 1-144호,고소차 1-144호 알람 발생,2025-09-12T00:00:00.000,0,중기인프라부정비직고소차1반,D602A300,전략생산팀(건조그룹),10000901115,10861792,C,Yes,전기/전자(ELECTRIC),기타,외부충격,점검
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100001336,,34M DOCK MASTER 1-170호,고소차 1-170호 인증 시스템 에러,2025-09-12T00:00:00.000,0,중기인프라부정비직고소차1반,D602A300,전략생산팀(건조그룹),10000901116,10861793,C,Yes,전기/전자(ELECTRIC),기타,점검,점검
MDA,중장비,건설기계,BB04,FORK LIFT,1100000156,BD0072819,7TON FORK-LIFT (04도2819),7t 지게차 2819 시동불량,2025-09-11T00:00:00.000,6,중기인프라부정비직중기정비반,D6023670,신한내건조부,10000901125,10861599,C,Yes,전기/전자(ELECTRIC),시동불량,부품 성능 불량,교체
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100001038,BL2100004,굴절식 15M LIFT 2-04호,굴절2-04 시동꺼짐,2025-09-11T00:00:00.000,0.5,중기인프라부정비직중기정비반,D6023670,신한내건조부,10000901128,10861612,C,Yes,엔진(ENGINE),시동불량,점검,조정
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100001038,BL2100004,굴절식 15M LIFT 2-04호,굴절2-04 시동꺼짐,2025-09-11T00:00:00.000,1,중기인프라부정비직중기정비반,D6023670,신한내건조부,10000901130,10861614,C,Yes,엔진(ENGINE),시동불량,수명노화,조정
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000676,CK0050040,5TON OHH[생3)2C4-Area(04호)],5TON OHH 선행의장(04호) 리모컨 작동불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 3반,D6023640,해)선행의장부,10000901143,10861529,C,Yes,권상부,이상,기타,교체
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000457,CK2.80018,"2.8TON OHH[생3)기자재-Shop(서,18호)]",2.8TON OHH 서 파이프샵 리모컨 작동불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 3반,D6023640,해)선행의장부,10000901144,10861700,C,Yes,권상부,이상,기타,교체
MCA,기계설비,LIFTING M/C,MI02,BLOCK LIFT,1700001758,AD0113001312,BLOCK LIFT (300TON)_(3-3-12),300TON BLOCK LIFT(300-13) 메인 램 작동불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 3반,D6024100,해)구조부,10000901146,10861702,D,Yes,구동부,이상,기타,기타
MCA,크레인,GANTRY 크레인,AC05,SEMI GANTRY HOIST(S.G.H),1000000174,CD0100013,10TON SGH[생3)Buffer장],10TON SGH 버퍼장 크레인 컨트롤 'ON'안됨,2025-09-12T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000901154,10861720,C,Yes,권상부,기타,기타,보완
MCA,기계설비,LIFTING M/C,MI02,BLOCK LIFT,1700001788,AD0114001307,BLOCK LIFT (400TON)_8,400TON BLOCK LIFT 7호 작동 불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 3반,D6023890,건조2부,10000901155,10861721,D,Yes,구동부,이상,노후,교체
MCA,크레인,GANTRY 크레인,AC03,GANTRY HOIST(G.H),1000000130,CC0150017,"15TON GH[생2)3A-Area(3A-3,17호)]",15TON GH 남 3A-Area(3A-03) T/S 간헐적 작동 불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 3반,D6023510,조립부,10000901159,10861725,C,Yes,횡행부,이상,기타,조정
MCA,기계설비,LIFTING M/C,MI01,TABLE LIFT,1700014205,,TABLE LIFT(2000KG)_18,2TON TABLE LIFT 1700014205 조립부52베이 보수,2025-09-12T00:00:00.000,1,삼영 이동장비반,D6023630,선행의장부,10000901175,10861682,D,Yes,구동부,이상,노후,분해 조립
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000345,,냉동실 (피솔 식당)_1,냉동실 피솔1층 실내등 불량 교체 요청,2025-09-12T00:00:00.000,2.5,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000901177,10861684,,Yes,냉동실,기타,노후,교체
MCA,기계설비,셀터 및 도어 구동장치,MJ02,쉘터 구동장치,1700010037,SAF0030008,쉘터 구동장치 3I(M131),[작업의뢰] SHELTER(북),2025-09-12T00:00:00.000,1,삼영 크레인정비 2반,D6023630,선행의장부,10000901184,10861671,C,Yes,구동부,파손,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000390,CH0300005,30TON LM-EOC[생2)가공공장 36-Bay(36-2)],[작업의뢰]30TON LMEOC 주행 작동 불량,2025-09-12T00:00:00.000,1.5,삼영 크레인정비 2반,D6023550,판넬조립부,10000901190,10861677,A,Yes,주행부,파손,기타,용접
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000390,CH0300005,30TON LM-EOC[생2)가공공장 36-Bay(36-2)],[작업의뢰]30TON LMEOC 7번 포트 작동 간헐적 불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 2반,D6023550,판넬조립부,10000901191,10861678,A,Yes,권상부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000346,CH0040001,4TON LM-EOC[생2)형강공장 1-Bay(P-12)],[작업의뢰] 4TON LMEOC  횡행 밀림현상,2025-09-12T00:00:00.000,0.5,삼영 크레인정비 2반,D6023500,가공부,10000901193,10861690,B,Yes,횡행부,기타,기타,조정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],[작업의뢰] 20TON LMEOC 횡행 작동 불량,2025-09-12T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000901195,10861692,A,Yes,횡행부,이상,기타,교체
MCA,기계설비,팬,MF06,제트 팬,1700013174,,JET FAN 600Φ_ 2531,(작업의뢰)JET FAN 1700013174 해)가공(다순) 보수,2025-09-12T00:00:00.000,2,삼영 이동장비반,D6024070,해)가공부,10000901209,10861716,D,Yes,전원부,기타,노후,교체
MCA,기계설비,팬,MF06,제트 팬,1700018489,,JET FAN 600Φ_ 4078,(작업의뢰)기타)JET FAN 1700007028 전략가공(신원) 보수,2025-09-12T00:00:00.000,2,삼영 이동장비반,D6024110,해)의장부,10000901210,10861717,D,Yes,조작판넬,단선,노후,교체
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000095,CB0450003,45(30+15)TON GC[생1)A3-Area(3호)],45(30+15)TON GC C-Area 주행 불능,2025-09-12T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901222,10861728,B,Yes,안전장치,이상,관리불량,복귀
MCA,크레인,GANTRY 크레인,AC03,GANTRY HOIST(G.H),1000000100,CC0050003,5TON GH[생1)PE D-Area(3호)],5TON GH D-Area 후크 어퍼 리미트 터치,2025-09-12T00:00:00.000,1,삼영 크레인정비 1반,D602A500,전략생산팀(의장그룹),10000901229,10861745,C,Yes,권상부,기타,기타,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA03,LIFTING MAGNET-SEMI GANTRY HOIST(LM-SGH),1000000644,CP2.50001,2.5TON LM-SGH[생1)선체공장 E2-Bay],2.5TON LM-SGH 2-BAY 호이스트 동작 이상,2025-09-12T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901230,10861746,A,Yes,권상부,파손,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000355,CH0150003,15TON LM-EOC[생1)선체공장 2-Bay(신설)],15TON LM-EOC 2-BAY 신설 공급라인 정전 발생,2025-09-12T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901231,10861747,A,Yes,권상부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000350,CH0100003,10TON LM-EOC[생1)선체공장 1-Bay],10TON LM-EOC 1-Bay 마그포트 작동이상,2025-09-12T00:00:00.000,3,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901235,10861761,A,Yes,권상부,이상,단선,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000355,CH0150003,15TON LM-EOC[생1)선체공장 2-Bay(신설)],15TON LM-EOC 2-BAY 신설 선회 불능,2025-09-12T00:00:00.000,3,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901236,10861762,A,Yes,권상부,이상,기타,교체
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000095,CB0450003,45(30+15)TON GC[생1)A3-Area(3호)],45(30+15)TON GC A3-Area 북측 주행시 작동불가,2025-09-12T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901237,10861763,B,Yes,안전장치,기타,기타,기타
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000365,CH0150016,15TON LM-EOC[생1)선체공장 E3-Bay(남)],15TON LM-EOC 3-BAY 주행 브레이크 점검,2025-09-12T00:00:00.000,0,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901238,10861764,A,Yes,주행부,마모,기타,교체
MCA,크레인,GANTRY 크레인,AC03,GANTRY HOIST(G.H),1000000126,CC0150012,"15TON GH[생3)A5-Area(동, 12호)]",15TON GH 동 A5-Area 리모컨 파손,2025-09-12T00:00:00.000,1,삼영 크레인정비 1반,D6024070,해)가공부,10000901239,10861765,C,Yes,권상부,파손,충격,교체
MDA,중장비,고소작업차,BC02,SCISSORS-LIFT,1100001138,BM0200061,12M SCISSOR LIFT 1-74호,S1-74호 엔진룸 하우스 파손,2025-09-12T00:00:00.000,2,중기인프라부정비직고소차1반,D60240B0,해양공사팀(기획운영그룹),10000901245,10861780,C,Yes,차체(CHASSIS),변형,외부충격,판금/도색
MDA,중장비,고소작업차,BC01,DOCK MASTER,1100000745,BL0100136,굴절식 15M LIFT 135호,굴 135호 주행속도 불량,2025-09-12T00:00:00.000,1.5,중기인프라부정비직고소차1반,D6029150,선행도장부,10000901246,10861781,C,Yes,전기/전자(ELECTRIC),단선,수명노화,결선
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000364,CH0150014,15TON LM-EOC[생1)선체공장 P0-Bay(남)],15TON LM-EOC 0-Bay 북 호이스트 작동불가,2025-09-12T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901266,10861772,A,Yes,권상부,이상,결함,교체
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000739,CB0300001,30/15TON GC[생1)M-Area],30/15TON GC M Area 북측 주행 이상,2025-09-12T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000901267,10861773,B,Yes,권상부,이상,결함,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001829,AE0010001306,SHOT BLAST M/C 생2-4호기,정비)wheel #5 vane 및 측면 라이너 교체,2025-09-15T00:00:00.000,1,신성시스템 전처리반,D6023500,가공부,10000901300,10861941,A,Yes,BLASTING 부,파손,충격,교체
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000545,,스팀국솥 (D 식당)_1,스팀국솥 D식당 WORM BEARING 파손 철거 입고 보수,2025-09-13T00:00:00.000,2.5,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000901323,10861811,,Yes,국솥,파손,노후,이동
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000591,,스팀국솥 (귤도 식당)_2,스팀국솥 지원관1층 스팀누설부 용접보수,2025-09-13T00:00:00.000,1.5,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000901324,10861812,,Yes,국솥,누설,기타,용접
MCA,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000072,AL0020030004,"DUST COLLECTOR(6700㎥/min)_3도크2-2셀(탈청,선별)",집진기 1800000072 3DK #2-2 선행도장부(3DK) 작동불량,2025-09-13T00:00:00.000,1,삼영 이동장비반,D6029150,선행도장부,10000901327,10861815,B,Yes,전기판넬,누전,관리불량,교체
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000926,,자율배식대(스니즈가드) (A 식당)_11,배식대 1700000927 A식당 2층 6번 보냉이상 점검,2025-09-13T00:00:00.000,1,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000901328,10861816,,Yes,자율배식대,기타,기타,기타
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700009190,AK0010050001,식기세척기 (E식당),식기세척기 D식당 컨베어 작동불량 보수,2025-09-15T00:00:00.000,2,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000901432,10861970,,Yes,식기세척기,변형,관리불량,기타
MCA,기계설비,기계설비 기타,MZ11,식당설비,1700000927,,자율배식대(스니즈가드) (A 식당)_12,배식대 1700000927 A식당 2층 CONDENSING UNIT 교체,2025-09-15T00:00:00.000,4,삼영 이동장비반,D6020320,인사관리팀(후생그룹),10000901434,10861972,,Yes,자율배식대,누전,노후,교체
MCA,기계설비,LIFTING M/C,MI02,BLOCK LIFT,1700001731,AD0112001003,BLOCK LIFT(200TON)_14(1-200-03),200TON 블록리프터 1700001731외 전략건조(나우) 점검 보수,2025-09-15T00:00:00.000,2,삼영 이동장비반,D602A300,전략생산팀(건조그룹),10000901436,10861974,D,Yes,유압계통,이상,노후,점검
MCA,기계설비,셀터 및 도어 구동장치,MJ02,쉘터 구동장치,1700010038,SAF0030009,쉘터 구동장치 3I(M132),[작업의뢰]3I-11남측 쉘타 주행불능,2025-09-15T00:00:00.000,0.5,삼영 크레인정비 2반,D6023630,선행의장부,10000901483,10861944,C,Yes,구동부,이상,기타,복귀
MCA,크레인,GANTRY 크레인,AC03,GANTRY HOIST(G.H),1000000129,CC0150015,15TON GH[생2)2P4-Area (2P4-2)],[작업의뢰]15TON GH 호이스트 작동 불량,2025-09-15T00:00:00.000,0.5,삼영 크레인정비 2반,D6024050,해)조립부,10000901485,10861946,B,Yes,권상부,이상,기타,기타
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],[작업의뢰]20TON LMEOC 횡행 작동 불량,2025-09-15T00:00:00.000,0.5,삼영 크레인정비 2반,D6023500,가공부,10000901486,10861947,A,Yes,횡행부,이상,기타,수정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],[작업의뢰]20TON LMEOC 횡행 작동 불량,2025-09-15T00:00:00.000,0.5,삼영 크레인정비 2반,D6023500,가공부,10000901487,10861948,A,Yes,권상부,이상,기타,보충
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000057,CA0500003,50TON EOC[생2)가공공장 33-Bay(33-7)],[작업의뢰]50TON EOC 호이스트 작동 불량,2025-09-15T00:00:00.000,0.75,삼영 크레인정비 2반,D6023500,가공부,10000901488,10861949,B,Yes,권상부,이상,기타,결선
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000346,CH0040001,4TON LM-EOC[생2)형강공장 1-Bay(P-12)],[작업의뢰]4TON LMEOC 호이스트 작동 시간 조정 요청,2025-09-15T00:00:00.000,0.5,삼영 크레인정비 2반,D6023500,가공부,10000901489,10861950,B,Yes,권상부,단락,조정,변경
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000389,CH0300004,30TON LM-EOC[생2)가공공장 25-Bay(25-2)],[작업의뢰]30TON LMEOC 7번 포터 작동 불량,2025-09-15T00:00:00.000,1.5,삼영 크레인정비 2반,D6023500,가공부,10000901491,10861952,A,Yes,권상부,정지,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000634,CP0150001,15TON LM-SGC[생2)가공32-Bay(32-3)],[작업일보]15TON LMSGC 2번 마그포트 작동 불량,2025-09-15T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000901492,10861953,C,Yes,권상부,이상,기타,기타
